student,assignment,first,totalPages,home.html,stu_demographics.htm,intranet/home.html,intranet/stu_discipli.html,intranet/stu_attendan.html,intranet/stu_grades__.html,intranet/sta_teacher_.html,intranet/sta_staff_as.html,intranet/sta_supervis.html,intranet/sta_leadersh.html,intranet/pol_personne.html,intranet/pol_instruct.html,intranet/fin_budget.html,stu_demographics_clip.htm,stu_performance.htm,stu_leadership.htm,stu_schedule.htm,cur_sequence.htm,abo_mission.htm,abo_school.htm,abo_facilities.htm,score,pro_learncommunity.html,pro_learncommunity_talk.html,pro_resources.html,pro_content.html,pro_leadership.html,pro_leadership_talk.html,pro_process.html,pro_data.html,pro_evaluation.html,pro_research.html,pro_design.html,pro_learning.html,tec_schoolwide.html,tec_schoolwide_labs.html,tec_classroom.html,tec_classroom_setup.html,tec_support.html,tec_plan.html,tec_survey.html,sta_leadership.htm,sta_leadership_talk.htm,sta_demographics.htm,sta_schedule.htm,abo_facilities_map.htm,sta_demographics_talk.htm,sta_mentoring.htm,sta_meetings.htm,sta_meetings_artifact.htm,sta_meetings_talk.htm,sta_contract.htm,sta_contract_talk.htm,cur_standards.htm,cur_computer.htm,cur_classroom.html,cur_classroom_clip.html,cur_classroom_talk.html,cur_classroom_talk2.html,cur_classroom_teacher.html,tec_community.html,tec_policies.html,tec_policies_clip.html,tec_committee.html,tec_committee_talk.html,sch_family.html,sch_family_artifact.html,sch_business.html,sch_business_artifact.html,sch_higher.html,sch_community.html,pro_content_area.html,pro_collaboration.html,stu_leadership_artifact.htm
3810,582,0,140,0.042857143,0.107142857,0.107142857,0.064285714,0.042857143,0.064285714,0.064285714,0.042857143,0.085714286,0.064285714,0.042857143,0.042857143,0.021428571,0.021428571,0.064285714,0.064285714,0.064285714,0.021428571,0.085714286,0.107142857,0,3,0.021428571,0,0.064285714,0.042857143,0.021428571,0,0.085714286,0,0,0.021428571,0.021428571,0,0.107142857,0.021428571,0.042857143,0,0.021428571,0.021428571,0.021428571,0.128571429,0.085714286,0.171428571,0.085714286,0,0.042857143,0.085714286,0.107142857,0,0.064285714,0.042857143,0,0.021428571,0.021428571,0.15,0.021428571,0.042857143,0.042857143,0.021428571,0.085714286,0.021428571,0,0.021428571,0,0,0,0,0,0,0,0,0,0
3812,592,1,91,0.010989011,0.032967033,0.043956044,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.021978022,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.021978022,0.010989011,0.010989011,1,0.021978022,0.010989011,0.010989011,0.010989011,0.021978022,0.010989011,0.032967033,0.010989011,0,0,0,0,0.021978022,0.010989011,0.021978022,0.010989011,0.010989011,0,0,0.010989011,0,0.010989011,0.032967033,0.010989011,0,0.010989011,0.065934066,0.010989011,0.010989011,0.032967033,0.010989011,0.054945055,0.010989011,0.032967033,0.010989011,0.010989011,0.010989011,0,0,0.010989011,0,0,0,0.021978022,0.010989011,0.010989011,0,0.010989011,0.076923077,0,0,0
3812,612,0,102,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.117647059,0.039215686,0.039215686,4,0.039215686,0.039215686,0.078431373,0.078431373,0.156862745,0.078431373,0.31372549,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.078431373,0.039215686,0.078431373,0.039215686,0.039215686,0.117647059,0.039215686,0.078431373,0.039215686,0.078431373,0.039215686,0,0.039215686,0.039215686,0.156862745,0.078431373,0.039215686,0.078431373,0.039215686,0.039215686,0.039215686,0.196078431,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0.039215686,0,0.039215686,0.039215686,0.156862745,0.039215686,0.078431373,0,0.039215686,0.078431373,0,0.039215686,0
3813,592,1,38,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,2,0.052631579,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0
3813,612,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,592,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,612,0,95,0.052631579,0.105263158,0.157894737,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.105263158,0.052631579,0.052631579,0,0,0.052631579,0.105263158,0.105263158,0.105263158,0.052631579,0.263157895,0.105263158,0.105263158,5,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.210526316,0,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0.052631579,0.052631579,0.052631579,0.210526316,0.052631579,0.157894737,0.157894737,0,0.105263158,0.105263158,0.157894737,0.052631579,0.052631579,0.157894737,0.052631579,0.105263158,0.052631579,0.157894737,0.052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.105263158,0.052631579,0.105263158,0.052631579,0.105263158,0.052631579,0.052631579,0.105263158,0,0,0
3818,592,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,612,0,28,0.107142857,0.214285714,0.428571429,0.107142857,0,0.107142857,0.107142857,0.107142857,0,0.107142857,0,0.107142857,0,0,0.321428571,0.214285714,0,0,0.214285714,0.107142857,0,3,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321428571,0,0,0,0,0,0
3819,592,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,612,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,592,1,67,0.044776119,0.223880597,0.044776119,0.044776119,0.044776119,0.044776119,0,0,0,0,0,0,0,0.044776119,0.179104478,0.089552239,0,0.134328358,0.089552239,0.223880597,0.089552239,3,0,0,0.044776119,0.358208955,0,0,0,0,0,0,0,0,0.134328358,0.044776119,0,0,0,0,0,0.134328358,0.044776119,0.089552239,0.089552239,0,0,0.044776119,0.089552239,0,0,0.089552239,0,0.134328358,0,0.044776119,0,0,0,0.044776119,0,0,0,0,0,0.044776119,0,0.179104478,0.044776119,0,0,0.044776119,0,0
3820,612,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,580,1,171,0.035087719,0.058479532,0.105263158,0.058479532,0.046783626,0.046783626,0.046783626,0.023391813,0.093567251,0.023391813,0.011695906,0.011695906,0.011695906,0.011695906,0.035087719,0.046783626,0.035087719,0.035087719,0.105263158,0.175438596,0.035087719,2,0.058479532,0.011695906,0.023391813,0.035087719,0.035087719,0.011695906,0.058479532,0,0,0,0,0,0.023391813,0,0.023391813,0,0.023391813,0.011695906,0.035087719,0.035087719,0.011695906,0.035087719,0.023391813,0.011695906,0.011695906,0.023391813,0.046783626,0.011695906,0.011695906,0.035087719,0.011695906,0.023391813,0.023391813,0.023391813,0,0,0,0,0.023391813,0.023391813,0,0.023391813,0,0.035087719,0,0.035087719,0,0.046783626,0.070175439,0,0,0
3821,582,0,115,0.017391304,0.060869565,0.043478261,0.017391304,0.008695652,0.017391304,0.008695652,0.008695652,0.017391304,0,0.008695652,0.008695652,0.017391304,0,0.034782609,0,0.017391304,0.052173913,0.104347826,0.095652174,0.034782609,1,0,0,0,0,0,0,0,0,0,0,0,0,0.008695652,0,0.008695652,0,0.008695652,0,0,0.017391304,0,0.069565217,0.026086957,0.008695652,0,0.026086957,0.017391304,0,0,0.008695652,0,0.043478261,0.008695652,0.069565217,0.008695652,0,0,0.026086957,0,0,0,0,0,0.026086957,0,0.017391304,0,0.017391304,0.008695652,0,0,0
3823,580,1,113,0.017699115,0.053097345,0.03539823,0.017699115,0.017699115,0.017699115,0.017699115,0.017699115,0.017699115,0.017699115,0,0,0,0.017699115,0.03539823,0.03539823,0.03539823,0.07079646,0.123893805,0.07079646,0.03539823,2,0.03539823,0.017699115,0.017699115,0.088495575,0.017699115,0,0.088495575,0,0,0,0,0,0,0,0,0,0,0,0,0.123893805,0.053097345,0.053097345,0.07079646,0,0.017699115,0.03539823,0.123893805,0.03539823,0.03539823,0.14159292,0.053097345,0.03539823,0.017699115,0.03539823,0,0,0,0.017699115,0,0,0,0,0,0.03539823,0.017699115,0.03539823,0.017699115,0.017699115,0.07079646,0.03539823,0,0
3823,582,0,166,0.024096386,0.018072289,0.024096386,0.006024096,0.006024096,0.006024096,0.018072289,0.006024096,0.012048193,0.012048193,0.006024096,0.012048193,0.012048193,0.006024096,0.018072289,0.018072289,0.018072289,0.006024096,0.030120482,0.048192771,0.018072289,1,0.018072289,0.006024096,0.006024096,0.036144578,0.018072289,0.006024096,0.06626506,0.006024096,0.006024096,0.006024096,0.006024096,0.006024096,0.012048193,0.006024096,0.012048193,0.006024096,0.006024096,0.006024096,0.024096386,0.030120482,0.006024096,0.024096386,0.012048193,0.006024096,0.012048193,0.018072289,0.042168675,0.006024096,0.012048193,0.030120482,0.012048193,0.006024096,0.006024096,0.036144578,0.006024096,0.006024096,0.006024096,0.012048193,0.006024096,0.012048193,0.006024096,0.012048193,0.006024096,0.012048193,0.006024096,0.012048193,0.006024096,0.006024096,0.030120482,0.006024096,0.006024096,0
3827,594,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,606,0,120,0.15,0.375,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.225,0.15,0.15,0.15,0.075,0.375,0.225,0.3,9,0.15,0.075,0.075,0.15,0.075,0.075,0.225,0.075,0,0,0,0,0.15,0.075,0.225,0.15,0.075,0.075,0.075,0.15,0.075,0.6,0.075,0,0.225,0.075,0.225,0.075,0.075,0.15,0.075,0.075,0.075,0.225,0.075,0.075,0.075,0,0.075,0.15,0.075,0.15,0.075,0.225,0.075,0.15,0.075,0.15,0.45,0.075,0,0
3828,594,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,606,0,80,0.0375,0.0375,0.15,0,0,0,0.075,0.0375,0,0.0375,0,0,0.15,0,0.15,0.075,0.0375,0,0.1875,0.0375,0,3,0.0375,0,0.1875,0.075,0.075,0,0.0375,0,0,0,0,0,0.0375,0,0.0375,0,0.0375,0.0375,0.0375,0.15,0.0375,0.075,0.0375,0,0,0.0375,0.0375,0,0,0.0375,0,0,0.0375,0,0,0,0,0,0.0375,0,0,0.0375,0,0.15,0,0.15,0.0375,0.075,0.4125,0.0375,0,0
3829,594,1,63,0.444444444,0,0.333333333,0.333333333,0.222222222,0.444444444,0.222222222,0.333333333,0.222222222,0.222222222,0,0.222222222,0.222222222,0,0,0,0,0,0.222222222,0.222222222,0.222222222,7,0.222222222,0,0.333333333,0.222222222,0.333333333,0,0.555555556,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.222222222,0.111111111,0,0.111111111,0.111111111,0,0,0.222222222,0,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0
3829,606,0,49,0.102040816,0.204081633,0.408163265,0,0,0,0.204081633,0.306122449,0.204081633,0.306122449,0.102040816,0.102040816,0.204081633,0.102040816,0.204081633,0.102040816,0.102040816,0,0.612244898,0.102040816,0.102040816,5,0,0,0,0,0,0,0.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081633,0,0,0.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306122449,0.102040816,0.102040816,0.102040816,0.102040816,0.408163265,0,0,0
3830,594,1,170,0.070588235,0.035294118,0.176470588,0.070588235,0.035294118,0.105882353,0.035294118,0.105882353,0.141176471,0.141176471,0.035294118,0.035294118,0.035294118,0,0.105882353,0.070588235,0.105882353,0.105882353,0.070588235,0.035294118,0.070588235,6,0.105882353,0.070588235,0.105882353,0.211764706,0.141176471,0.105882353,0.388235294,0.035294118,0.035294118,0.035294118,0.070588235,0,0.070588235,0.035294118,0.105882353,0.035294118,0.070588235,0.035294118,0.035294118,0.141176471,0.070588235,0.176470588,0.070588235,0,0.035294118,0.070588235,0.176470588,0.035294118,0.105882353,0.105882353,0.035294118,0.105882353,0.070588235,0.282352941,0.070588235,0.070588235,0.070588235,0.070588235,0.070588235,0.070588235,0.035294118,0.105882353,0.105882353,0.070588235,0.035294118,0.105882353,0.035294118,0.105882353,0.141176471,0.035294118,0.035294118,0
3830,606,0,133,0.07518797,0.15037594,0.187969925,0.037593985,0.037593985,0.07518797,0.07518797,0.112781955,0.07518797,0.15037594,0.037593985,0.037593985,0.07518797,0.07518797,0.15037594,0.22556391,0.263157895,0.112781955,0.22556391,0.30075188,0.187969925,5,0.037593985,0.037593985,0.07518797,0,0.037593985,0.037593985,0.037593985,0,0,0,0,0,0.07518797,0,0.07518797,0,0.037593985,0.037593985,0.037593985,0.037593985,0.037593985,0.15037594,0.07518797,0,0.07518797,0.07518797,0.07518797,0.037593985,0.037593985,0.07518797,0.037593985,0.112781955,0.07518797,0.22556391,0.07518797,0.037593985,0.037593985,0,0.07518797,0.15037594,0.07518797,0.07518797,0.037593985,0.037593985,0.037593985,0.037593985,0,0,0,0,0,0
3835,594,1,163,0.073619632,0.073619632,0.024539877,0.024539877,0.024539877,0.024539877,0,0,0,0,0,0,0.024539877,0.024539877,0.122699387,0.073619632,0.073619632,0.220858896,0.171779141,0.171779141,0.147239264,4,0.049079755,0,0.049079755,0.147239264,0.098159509,0.024539877,0.319018405,0.049079755,0.049079755,0.049079755,0.024539877,0.024539877,0.073619632,0,0.024539877,0,0.024539877,0,0,0.073619632,0,0.073619632,0.073619632,0.024539877,0,0.073619632,0.122699387,0.024539877,0.024539877,0.073619632,0,0.343558282,0.122699387,0.147239264,0,0,0,0.049079755,0.024539877,0,0,0,0,0.098159509,0.024539877,0.098159509,0.024539877,0.049079755,0.122699387,0.024539877,0.024539877,0
3835,606,0,208,0.014423077,0.057692308,0.100961538,0.028846154,0.028846154,0.028846154,0.057692308,0.043269231,0.043269231,0.028846154,0.014423077,0.028846154,0.043269231,0.014423077,0.100961538,0.043269231,0.043269231,0.072115385,0.057692308,0.115384615,0.072115385,3,0.043269231,0.028846154,0.043269231,0.043269231,0.072115385,0.028846154,0.158653846,0.028846154,0.028846154,0.028846154,0,0,0.028846154,0,0.043269231,0.014423077,0.028846154,0.028846154,0.028846154,0.100961538,0.043269231,0.057692308,0.043269231,0.014423077,0.014423077,0.043269231,0.100961538,0.014423077,0.043269231,0.072115385,0.043269231,0.057692308,0.057692308,0.1875,0,0.057692308,0.043269231,0,0.028846154,0.028846154,0,0.043269231,0.028846154,0.014423077,0,0.043269231,0,0.028846154,0.072115385,0,0,0
